time,Hs (m),Tp (sec),DirPeak(deg),Depth(mm),H1/10 (m),Tmean (sec),Dmean (deg),source_file,Dmean
31/08/2024 21:00,0.02,14,133,18760,0.02,17.4,,KNW06_Waves.xlsx,65
31/08/2024 22:00,0.02,14,51,18754,0.03,15.4,,KNW06_Waves.xlsx,66
31/08/2024 23:00,0.02,14,145,18751,0.03,15,,KNW06_Waves.xlsx,71
01/09/2024 00:00,0.02,11.5,165,18741,0.03,11.2,,KNW06_Waves.xlsx,124
01/09/2024 01:00,0.02,11.5,245,18742,0.02,15.5,,KNW06_Waves.xlsx,227
01/09/2024 02:00,0.02,14,145,18741,0.02,13.8,,KNW06_Waves.xlsx,167
01/09/2024 03:00,0.02,9.8,215,18753,0.02,13,,KNW06_Waves.xlsx,198
01/09/2024 04:00,0.03,4.4,157,18761,0.04,6,,KNW06_Waves.xlsx,268
01/09/2024 05:00,0.02,14,169,18758,0.02,15.3,,KNW06_Waves.xlsx,183
01/09/2024 06:00,0.01,18,121,18766,0.01,17.2,,KNW06_Waves.xlsx,131
01/09/2024 07:00,0.03,5.1,199,18765,0.04,6,,KNW06_Waves.xlsx,195
01/09/2024 08:00,0.03,6.7,153,18753,0.03,7.8,,KNW06_Waves.xlsx,141
01/09/2024 09:00,0.02,9.8,213,18756,0.03,12,,KNW06_Waves.xlsx,108
01/09/2024 10:00,0.03,6.7,157,18745,0.04,8.4,,KNW06_Waves.xlsx,96
01/09/2024 11:00,0.02,9.8,211,18734,0.03,13.8,,KNW06_Waves.xlsx,212
01/09/2024 12:00,0.18,2.6,33,18737,0.23,2.9,,KNW06_Waves.xlsx,14
01/09/2024 13:00,0.23,2.7,220,18723,0.3,2.8,,KNW06_Waves.xlsx,228
01/09/2024 14:00,0.31,3,222,18727,0.39,3.1,,KNW06_Waves.xlsx,183
01/09/2024 15:00,0.21,2.7,318,18724,0.27,2.9,,KNW06_Waves.xlsx,222
01/09/2024 16:00,0.03,8.5,333,18731,0.04,10,,KNW06_Waves.xlsx,340
01/09/2024 17:00,0.02,11.5,167,18747,0.02,13.9,,KNW06_Waves.xlsx,173
01/09/2024 18:00,0.02,9.8,281,18757,0.03,13.1,,KNW06_Waves.xlsx,142
01/09/2024 19:00,0.03,11.5,273,18760,0.04,12.2,,KNW06_Waves.xlsx,279
01/09/2024 20:00,0.02,14,25,18765,0.03,16.7,,KNW06_Waves.xlsx,26
01/09/2024 21:00,0.03,6.1,310,18765,0.04,8,,KNW06_Waves.xlsx,309
01/09/2024 22:00,0.02,9.8,303,18759,0.02,13.8,,KNW06_Waves.xlsx,14
01/09/2024 23:00,0.01,25,17,18760,0.02,22.4,,KNW06_Waves.xlsx,61
02/09/2024 00:00,0.02,9.8,37,18757,0.03,13.8,,KNW06_Waves.xlsx,39
02/09/2024 01:00,0.03,7.5,281,18752,0.04,9.1,,KNW06_Waves.xlsx,328
02/09/2024 02:00,0.02,9.8,41,18756,0.02,15.8,,KNW06_Waves.xlsx,325
02/09/2024 03:00,0.04,8.5,141,18767,0.05,9.9,,KNW06_Waves.xlsx,73
02/09/2024 04:00,0.02,11.5,293,18777,0.02,14.3,,KNW06_Waves.xlsx,280
02/09/2024 05:00,0.01,9.8,57,18788,0.02,12.4,,KNW06_Waves.xlsx,62
02/09/2024 06:00,0.02,9.8,61,18791,0.02,13,,KNW06_Waves.xlsx,68
02/09/2024 07:00,0.02,11.5,141,18798,0.02,14.6,,KNW06_Waves.xlsx,149
02/09/2024 08:00,0.01,14,29,18791,0.02,17.4,,KNW06_Waves.xlsx,25
02/09/2024 09:00,0.01,25,241,18780,0.01,26.9,,KNW06_Waves.xlsx,211
02/09/2024 10:00,0.02,14,269,18769,0.02,16,,KNW06_Waves.xlsx,283
02/09/2024 11:00,0.02,9.8,65,18753,0.03,12.3,,KNW06_Waves.xlsx,81
02/09/2024 12:00,0.03,4.4,349,18753,0.04,5.2,,KNW06_Waves.xlsx,358
02/09/2024 13:00,0.12,3,242,18756,0.16,3.3,,KNW06_Waves.xlsx,242
02/09/2024 14:00,0.21,2.8,228,18745,0.27,3,,KNW06_Waves.xlsx,247
02/09/2024 15:00,0.2,2.8,102,18749,0.25,3.1,,KNW06_Waves.xlsx,183
02/09/2024 16:00,0.01,9.8,345,18745,0.02,13.3,,KNW06_Waves.xlsx,302
02/09/2024 17:00,0.02,9.8,145,18760,0.03,13.7,,KNW06_Waves.xlsx,129
02/09/2024 18:00,0.02,9.8,233,18767,0.02,12.6,,KNW06_Waves.xlsx,247
02/09/2024 19:00,0.01,14,45,18770,0.02,17.2,,KNW06_Waves.xlsx,61
02/09/2024 20:00,0.01,9.8,189,18771,0.02,15.3,,KNW06_Waves.xlsx,175
02/09/2024 21:00,0.02,11.5,317,18774,0.03,14.7,,KNW06_Waves.xlsx,319
02/09/2024 22:00,0.02,9.8,49,18766,0.02,12.3,,KNW06_Waves.xlsx,124
02/09/2024 23:00,0.02,11.5,303,18757,0.03,13.1,,KNW06_Waves.xlsx,6
03/09/2024 00:00,0.02,14,160,18753,0.02,15.1,,KNW06_Waves.xlsx,167
03/09/2024 01:00,0.02,14,125,18748,0.03,16.2,,KNW06_Waves.xlsx,122
03/09/2024 02:00,0.02,11.5,127,18752,0.02,14.6,,KNW06_Waves.xlsx,96
03/09/2024 03:00,0.01,25,325,18751,0.02,23.7,,KNW06_Waves.xlsx,337
03/09/2024 04:00,0.01,11.5,349,18756,0.02,14.8,,KNW06_Waves.xlsx,289
03/09/2024 05:00,0.02,9.8,269,18761,0.03,12.6,,KNW06_Waves.xlsx,273
03/09/2024 06:00,0.02,11.5,25,18756,0.02,13.4,,KNW06_Waves.xlsx,7
03/09/2024 07:00,0.02,9.8,281,18761,0.02,16.1,,KNW06_Waves.xlsx,227
03/09/2024 08:00,0.02,11.5,201,18751,0.02,15.8,,KNW06_Waves.xlsx,165
03/09/2024 09:00,0.01,11.5,49,18745,0.02,13.1,,KNW06_Waves.xlsx,40
03/09/2024 10:00,0.01,25,169,18740,0.01,19.4,,KNW06_Waves.xlsx,162
03/09/2024 11:00,0.02,11.5,17,18731,0.03,16.6,,KNW06_Waves.xlsx,358
03/09/2024 12:00,0.28,3,63,18726,0.36,3.1,,KNW06_Waves.xlsx,300
03/09/2024 13:00,0.35,3,239,18715,0.44,3.2,,KNW06_Waves.xlsx,230
03/09/2024 14:00,0.18,3.1,232,18702,0.23,3.2,,KNW06_Waves.xlsx,209
03/09/2024 15:00,0.02,9.8,225,18708,0.02,14.3,,KNW06_Waves.xlsx,257
03/09/2024 16:00,0.02,11.5,189,18725,0.02,12.9,,KNW06_Waves.xlsx,134
03/09/2024 17:00,0.04,8.5,25,18740,0.05,8.9,,KNW06_Waves.xlsx,22
03/09/2024 18:00,0.02,9.8,17,18748,0.02,13.1,,KNW06_Waves.xlsx,24
03/09/2024 19:00,0.02,9.8,21,18746,0.03,12.7,,KNW06_Waves.xlsx,42
03/09/2024 20:00,0.02,9.8,269,18746,0.03,12.5,,KNW06_Waves.xlsx,267
03/09/2024 21:00,0.02,25,165,18745,0.03,19.3,,KNW06_Waves.xlsx,210
03/09/2024 22:00,0.05,8.5,179,18726,0.06,7.5,,KNW06_Waves.xlsx,167
03/09/2024 23:00,0.02,18,217,18719,0.02,16.7,,KNW06_Waves.xlsx,189
04/09/2024 00:00,0.02,11.5,173,18720,0.03,13.1,,KNW06_Waves.xlsx,144
04/09/2024 01:00,0.05,8.5,105,18709,0.06,7.8,,KNW06_Waves.xlsx,102
04/09/2024 02:00,0.02,11.5,77,18714,0.02,15.4,,KNW06_Waves.xlsx,67
04/09/2024 03:00,0.01,11.5,229,18720,0.02,13.4,,KNW06_Waves.xlsx,229
04/09/2024 04:00,0.02,14,23,18729,0.02,15.7,,KNW06_Waves.xlsx,346
04/09/2024 05:00,0.02,9.8,225,18739,0.03,13,,KNW06_Waves.xlsx,227
04/09/2024 06:00,0.02,14,339,18739,0.02,15,,KNW06_Waves.xlsx,330
04/09/2024 07:00,0.02,11.5,303,18737,0.02,14.2,,KNW06_Waves.xlsx,321
04/09/2024 08:00,0.02,11.5,33,18733,0.02,15.1,,KNW06_Waves.xlsx,92
04/09/2024 09:00,0.03,11.5,197,18720,0.03,13.1,,KNW06_Waves.xlsx,137
04/09/2024 10:00,0.01,18,89,18709,0.02,16.1,,KNW06_Waves.xlsx,136
04/09/2024 11:00,0.01,18,125,18700,0.02,18,,KNW06_Waves.xlsx,85
04/09/2024 12:00,0.02,9.8,173,18692,0.03,12.8,,KNW06_Waves.xlsx,175
04/09/2024 13:00,0.41,2.8,86,18694,0.53,3,,KNW06_Waves.xlsx,263
04/09/2024 14:00,0.31,3,269,18677,0.39,3.1,,KNW06_Waves.xlsx,281
04/09/2024 15:00,0.22,3.1,250,18680,0.27,3.3,,KNW06_Waves.xlsx,243
04/09/2024 16:00,0.23,2.8,99,18691,0.29,3.1,,KNW06_Waves.xlsx,188
04/09/2024 17:00,0.11,2.8,129,18699,0.14,3.2,,KNW06_Waves.xlsx,66
04/09/2024 18:00,0.03,4.4,13,18709,0.04,5.8,,KNW06_Waves.xlsx,359
04/09/2024 19:00,0.02,9.8,5,18719,0.02,12.8,,KNW06_Waves.xlsx,315
04/09/2024 20:00,0.01,9.8,293,18713,0.02,13.2,,KNW06_Waves.xlsx,276
04/09/2024 21:00,0.02,14,165,18712,0.02,14.5,,KNW06_Waves.xlsx,192
04/09/2024 22:00,0.01,11.5,281,18705,0.02,13.2,,KNW06_Waves.xlsx,298
04/09/2024 23:00,0.02,9.8,109,18694,0.02,14,,KNW06_Waves.xlsx,104
05/09/2024 00:00,0.02,9.8,13,18691,0.02,13.6,,KNW06_Waves.xlsx,13
05/09/2024 01:00,0.04,8.5,125,18677,0.05,10.1,,KNW06_Waves.xlsx,105
05/09/2024 02:00,0.01,11.5,321,18680,0.01,16.5,,KNW06_Waves.xlsx,20
05/09/2024 03:00,0.02,14,249,18685,0.03,14.7,,KNW06_Waves.xlsx,189
05/09/2024 04:00,0.02,11.5,213,18701,0.03,14,,KNW06_Waves.xlsx,230
05/09/2024 05:00,0.02,18,205,18711,0.02,17.6,,KNW06_Waves.xlsx,245
05/09/2024 06:00,0.02,9.8,141,18713,0.02,15.2,,KNW06_Waves.xlsx,143
05/09/2024 07:00,0.01,14,13,18710,0.01,16.6,,KNW06_Waves.xlsx,315
05/09/2024 08:00,0.03,9.8,321,18704,0.03,13.7,,KNW06_Waves.xlsx,323
05/09/2024 09:00,0.01,25,199,18692,0.02,18.3,,KNW06_Waves.xlsx,195
05/09/2024 10:00,0.02,9.8,77,18680,0.03,14.1,,KNW06_Waves.xlsx,30
05/09/2024 11:00,0.03,9.8,349,18673,0.03,14,,KNW06_Waves.xlsx,336
05/09/2024 12:00,0.01,9.8,253,18669,0.02,15,,KNW06_Waves.xlsx,233
05/09/2024 13:00,0.34,3,242,18669,0.43,3.1,,KNW06_Waves.xlsx,257
05/09/2024 14:00,0.34,3.1,265,18667,0.43,3.2,,KNW06_Waves.xlsx,270
05/09/2024 15:00,0.25,3.1,238,18640,0.31,3.3,,KNW06_Waves.xlsx,217
05/09/2024 16:00,0.28,3,253,18641,0.36,3.2,,KNW06_Waves.xlsx,252
05/09/2024 17:00,0.12,3.1,114,18660,0.16,3.3,,KNW06_Waves.xlsx,162
05/09/2024 18:00,0.02,11.5,353,18666,0.02,15.2,,KNW06_Waves.xlsx,356
05/09/2024 19:00,0.02,9.8,41,18682,0.02,12.7,,KNW06_Waves.xlsx,88
05/09/2024 20:00,0.01,11.5,219,18683,0.02,15.4,,KNW06_Waves.xlsx,237
05/09/2024 21:00,0.01,9.8,89,18686,0.02,13.2,,KNW06_Waves.xlsx,47
05/09/2024 22:00,0.02,9.8,49,18684,0.02,16.4,,KNW06_Waves.xlsx,11
05/09/2024 23:00,0.01,11.5,337,18677,0.02,16,,KNW06_Waves.xlsx,312
06/09/2024 00:00,0.02,9.8,45,18676,0.03,14.2,,KNW06_Waves.xlsx,36
06/09/2024 01:00,0.03,9.8,35,18666,0.04,11.9,,KNW06_Waves.xlsx,348
06/09/2024 02:00,0.03,5.5,233,18663,0.04,6.5,,KNW06_Waves.xlsx,211
06/09/2024 03:00,0.02,9.8,217,18666,0.03,13.4,,KNW06_Waves.xlsx,181
06/09/2024 04:00,0.03,6.1,155,18664,0.04,7.7,,KNW06_Waves.xlsx,154
06/09/2024 05:00,0.02,11.5,141,18691,0.02,16.2,,KNW06_Waves.xlsx,125
06/09/2024 06:00,0.02,9.8,89,18694,0.03,14.3,,KNW06_Waves.xlsx,113
06/09/2024 07:00,0.02,9.8,45,18689,0.02,15.4,,KNW06_Waves.xlsx,37
06/09/2024 08:00,0.03,9.8,61,18684,0.03,13.6,,KNW06_Waves.xlsx,57
06/09/2024 09:00,0.03,5.1,243,18675,0.04,6,,KNW06_Waves.xlsx,240
06/09/2024 10:00,0.01,18,277,18668,0.02,16.3,,KNW06_Waves.xlsx,299
06/09/2024 11:00,0.01,14,217,18662,0.02,16.3,,KNW06_Waves.xlsx,213
06/09/2024 12:00,0.34,2.6,207,18651,0.43,2.7,,KNW06_Waves.xlsx,231
06/09/2024 13:00,0.23,2.8,283,18650,0.29,3,,KNW06_Waves.xlsx,264
06/09/2024 14:00,0.33,3,272,18649,0.42,3.2,,KNW06_Waves.xlsx,259
06/09/2024 15:00,0.31,3,232,18637,0.4,3.2,,KNW06_Waves.xlsx,262
06/09/2024 16:00,0.26,3,264,18632,0.34,3.1,,KNW06_Waves.xlsx,264
06/09/2024 17:00,0.02,18,29,18651,0.02,15.2,,KNW06_Waves.xlsx,320
06/09/2024 18:00,0.02,11.5,85,18667,0.02,16.8,,KNW06_Waves.xlsx,115
06/09/2024 19:00,0.04,7.5,249,18681,0.05,10.2,,KNW06_Waves.xlsx,253
06/09/2024 20:00,0.01,25,9,18681,0.02,16.7,,KNW06_Waves.xlsx,331
06/09/2024 21:00,0.01,9.8,91,18675,0.02,15.1,,KNW06_Waves.xlsx,107
06/09/2024 22:00,0.01,14,297,18676,0.02,15.8,,KNW06_Waves.xlsx,313
06/09/2024 23:00,0.02,14,305,18679,0.03,14.2,,KNW06_Waves.xlsx,311
07/09/2024 00:00,0.05,5.1,45,18684,0.06,6.9,,KNW06_Waves.xlsx,99
07/09/2024 01:00,0.02,9.8,101,18672,0.02,13.2,,KNW06_Waves.xlsx,108
07/09/2024 02:00,0.02,14,125,18654,0.02,16.3,,KNW06_Waves.xlsx,110
07/09/2024 03:00,0.01,14,213,18666,0.02,15.5,,KNW06_Waves.xlsx,172
07/09/2024 04:00,0.02,25,85,18665,0.02,15.8,,KNW06_Waves.xlsx,89
07/09/2024 05:00,0.05,8.5,229,18683,0.06,9.2,,KNW06_Waves.xlsx,244
07/09/2024 06:00,0.02,25,105,18692,0.03,15.7,,KNW06_Waves.xlsx,39
07/09/2024 07:00,0.04,8.5,113,18680,0.05,10.5,,KNW06_Waves.xlsx,106
07/09/2024 08:00,0.01,18,357,18676,0.02,18.1,,KNW06_Waves.xlsx,13
07/09/2024 09:00,0.03,8.5,297,18666,0.04,10.4,,KNW06_Waves.xlsx,289
07/09/2024 10:00,0.06,8.5,169,18654,0.08,8.7,,KNW06_Waves.xlsx,188
07/09/2024 11:00,0.01,14,13,18647,0.02,18.5,,KNW06_Waves.xlsx,5
07/09/2024 12:00,0.02,14,221,18639,0.02,14.7,,KNW06_Waves.xlsx,240
07/09/2024 13:00,0.09,3,1,18636,0.12,3,,KNW06_Waves.xlsx,285
07/09/2024 14:00,0.27,3.1,257,18641,0.34,3.2,,KNW06_Waves.xlsx,249
07/09/2024 15:00,0.3,3,80,18626,0.38,3.2,,KNW06_Waves.xlsx,268
07/09/2024 16:00,0.34,3.1,245,18630,0.43,3.2,,KNW06_Waves.xlsx,233
07/09/2024 17:00,0.09,3,189,18643,0.11,3.3,,KNW06_Waves.xlsx,248
07/09/2024 18:00,0.05,8.5,169,18664,0.06,8,,KNW06_Waves.xlsx,119
07/09/2024 19:00,0.02,18,33,18673,0.02,16.8,,KNW06_Waves.xlsx,40
07/09/2024 20:00,0.02,11.5,185,18662,0.03,14.3,,KNW06_Waves.xlsx,188
07/09/2024 21:00,0.01,14,5,18657,0.01,17.1,,KNW06_Waves.xlsx,18
07/09/2024 22:00,0.02,9.8,15,18663,0.02,13.2,,KNW06_Waves.xlsx,12
07/09/2024 23:00,0.03,8.5,273,18660,0.04,9.9,,KNW06_Waves.xlsx,280
08/09/2024 00:00,0.02,11.5,185,18651,0.02,16,,KNW06_Waves.xlsx,190
08/09/2024 01:00,0.02,9.8,193,18633,0.03,15.4,,KNW06_Waves.xlsx,199
08/09/2024 02:00,0.01,11.5,45,18626,0.02,12.6,,KNW06_Waves.xlsx,33
08/09/2024 03:00,0.01,25,198,18624,0.02,17.6,,KNW06_Waves.xlsx,201
08/09/2024 04:00,0.02,14,237,18640,0.02,14.7,,KNW06_Waves.xlsx,300
08/09/2024 05:00,0.04,7.5,63,18644,0.06,7.6,,KNW06_Waves.xlsx,90
08/09/2024 06:00,0.04,8.5,289,18671,0.04,10,,KNW06_Waves.xlsx,260
08/09/2024 07:00,0.07,7.5,17,18670,0.09,5.7,,KNW06_Waves.xlsx,22
08/09/2024 08:00,0.06,3.9,45,18668,0.07,5.9,,KNW06_Waves.xlsx,341
08/09/2024 09:00,0.02,18,201,18660,0.02,16,,KNW06_Waves.xlsx,171
08/09/2024 10:00,0.04,8.5,209,18644,0.05,8.2,,KNW06_Waves.xlsx,197
08/09/2024 11:00,0.05,8.5,302,18631,0.06,7.3,,KNW06_Waves.xlsx,301
08/09/2024 12:00,0.01,9.8,261,18631,0.02,13.9,,KNW06_Waves.xlsx,240
08/09/2024 13:00,0.17,2.8,33,18633,0.21,3,,KNW06_Waves.xlsx,46
08/09/2024 14:00,0.13,3.1,238,18629,0.17,3.3,,KNW06_Waves.xlsx,208
08/09/2024 15:00,0.2,3,276,18624,0.26,3.2,,KNW06_Waves.xlsx,256
08/09/2024 16:00,0.01,25,249,18627,0.02,15.5,,KNW06_Waves.xlsx,253
08/09/2024 17:00,0.08,3,205,18632,0.11,3.1,,KNW06_Waves.xlsx,196
08/09/2024 18:00,0.02,11.5,49,18637,0.03,15.1,,KNW06_Waves.xlsx,51
08/09/2024 19:00,0.02,11.5,181,18641,0.03,17,,KNW06_Waves.xlsx,108
08/09/2024 20:00,0.04,8.5,193,18643,0.05,9.8,,KNW06_Waves.xlsx,165
08/09/2024 21:00,0.02,9.8,165,18648,0.03,11.5,,KNW06_Waves.xlsx,148
08/09/2024 22:00,0.02,9.8,197,18648,0.02,15.3,,KNW06_Waves.xlsx,208
08/09/2024 23:00,0.03,5.1,149,18639,0.04,7.3,,KNW06_Waves.xlsx,85
09/09/2024 00:00,0.02,18,241,18640,0.02,17.2,,KNW06_Waves.xlsx,220
09/09/2024 01:00,0.01,9.8,345,18638,0.02,14.8,,KNW06_Waves.xlsx,280
09/09/2024 02:00,0.02,11.5,339,18625,0.03,13.1,,KNW06_Waves.xlsx,318
09/09/2024 03:00,0.03,7.5,133,18627,0.04,8.4,,KNW06_Waves.xlsx,75
09/09/2024 04:00,0.01,9.8,303,18636,0.02,12.1,,KNW06_Waves.xlsx,279
09/09/2024 05:00,0.04,8.5,41,18657,0.05,9.2,,KNW06_Waves.xlsx,352
09/09/2024 06:00,0.01,25,61,18667,0.01,17.1,,KNW06_Waves.xlsx,64
09/09/2024 07:00,0.02,9.8,125,18667,0.02,13.3,,KNW06_Waves.xlsx,112
09/09/2024 08:00,0.01,14,17,18664,0.02,16.4,,KNW06_Waves.xlsx,28
09/09/2024 09:00,0.04,4.4,105,18652,0.05,5.6,,KNW06_Waves.xlsx,114
09/09/2024 10:00,0.03,8.5,235,18643,0.04,9.5,,KNW06_Waves.xlsx,159
09/09/2024 11:00,0.02,11.5,187,18624,0.03,16.7,,KNW06_Waves.xlsx,176
09/09/2024 12:00,0.02,25,197,18618,0.02,19.5,,KNW06_Waves.xlsx,183
09/09/2024 13:00,0.13,3.1,116,18609,0.16,3.1,,KNW06_Waves.xlsx,184
09/09/2024 14:00,0.21,3,244,18608,0.26,3.1,,KNW06_Waves.xlsx,207
09/09/2024 15:00,0.25,2.7,56,18603,0.32,2.9,,KNW06_Waves.xlsx,56
09/09/2024 16:00,0.15,2.8,233,18611,0.19,3,,KNW06_Waves.xlsx,153
09/09/2024 17:00,0.03,4.4,197,18622,0.04,5.1,,KNW06_Waves.xlsx,166
09/09/2024 18:00,0.02,11.5,269,18634,0.03,14.2,,KNW06_Waves.xlsx,253
09/09/2024 19:00,0.01,14,357,18634,0.02,14.5,,KNW06_Waves.xlsx,11
09/09/2024 20:00,0.02,14,33,18633,0.02,14.3,,KNW06_Waves.xlsx,1
09/09/2024 21:00,0.01,11.5,125,18629,0.01,14.1,,KNW06_Waves.xlsx,130
09/09/2024 22:00,0.02,9.8,49,18631,0.02,14.5,,KNW06_Waves.xlsx,50
09/09/2024 23:00,0.02,9.8,91,18627,0.03,12.3,,KNW06_Waves.xlsx,100
10/09/2024 00:00,0.01,14,121,18630,0.02,17.4,,KNW06_Waves.xlsx,120
10/09/2024 01:00,0.02,18,65,18630,0.03,14.6,,KNW06_Waves.xlsx,43
10/09/2024 02:00,0.01,14,221,18617,0.01,18.5,,KNW06_Waves.xlsx,204
10/09/2024 03:00,0.02,9.8,13,18625,0.02,13.8,,KNW06_Waves.xlsx,341
10/09/2024 04:00,0.02,9.8,133,18635,0.03,15.2,,KNW06_Waves.xlsx,171
10/09/2024 05:00,0.02,9.8,113,18644,0.03,14.8,,KNW06_Waves.xlsx,130
10/09/2024 06:00,0.03,7.5,209,18662,0.04,8.8,,KNW06_Waves.xlsx,203
10/09/2024 07:00,0.02,9.8,303,18662,0.02,13.3,,KNW06_Waves.xlsx,267
10/09/2024 08:00,0.01,9.8,209,18654,0.01,14.1,,KNW06_Waves.xlsx,195
10/09/2024 09:00,0.02,9.8,241,18648,0.02,11.4,,KNW06_Waves.xlsx,273
10/09/2024 10:00,0.02,11.5,273,18636,0.02,16.4,,KNW06_Waves.xlsx,274
10/09/2024 11:00,0.03,6.7,137,18615,0.04,8.9,,KNW06_Waves.xlsx,122
10/09/2024 12:00,0.03,7.5,1,18610,0.04,9.9,,KNW06_Waves.xlsx,30
10/09/2024 13:00,0.01,18,325,18605,0.02,15.3,,KNW06_Waves.xlsx,338
10/09/2024 14:00,0.02,14,209,18606,0.02,15.2,,KNW06_Waves.xlsx,239
10/09/2024 15:00,0.09,3,258,18607,0.11,3.6,,KNW06_Waves.xlsx,250
10/09/2024 16:00,0.03,7.5,49,18612,0.04,9.4,,KNW06_Waves.xlsx,95
10/09/2024 17:00,0.04,8.5,193,18620,0.05,8.8,,KNW06_Waves.xlsx,252
10/09/2024 18:00,0.02,9.8,61,18626,0.03,13.3,,KNW06_Waves.xlsx,89
10/09/2024 19:00,0.03,6.1,257,18624,0.04,8.9,,KNW06_Waves.xlsx,242
10/09/2024 20:00,0.02,14,11,18628,0.03,15.5,,KNW06_Waves.xlsx,16
10/09/2024 21:00,0.02,11.5,121,18632,0.02,15,,KNW06_Waves.xlsx,140
10/09/2024 22:00,0.03,6.1,321,18636,0.03,7.6,,KNW06_Waves.xlsx,330
10/09/2024 23:00,0.01,9.8,261,18638,0.02,12.9,,KNW06_Waves.xlsx,183
11/09/2024 00:00,0.02,25,337,18637,0.03,17.4,,KNW06_Waves.xlsx,300
11/09/2024 01:00,0.03,7.5,113,18629,0.04,9.2,,KNW06_Waves.xlsx,48
11/09/2024 02:00,0.01,11.5,41,18632,0.02,14.2,,KNW06_Waves.xlsx,350
11/09/2024 03:00,0.02,18,217,18627,0.02,15,,KNW06_Waves.xlsx,172
11/09/2024 04:00,0.01,25,193,18631,0.01,17.7,,KNW06_Waves.xlsx,178
11/09/2024 05:00,0.01,25,45,18629,0.02,17.1,,KNW06_Waves.xlsx,35
11/09/2024 06:00,0.02,18,37,18647,0.02,14.5,,KNW06_Waves.xlsx,40
11/09/2024 07:00,0.02,25,29,18656,0.02,18,,KNW06_Waves.xlsx,60
11/09/2024 08:00,0.02,11.5,349,18652,0.03,13.2,,KNW06_Waves.xlsx,339
11/09/2024 09:00,0.01,14,49,18644,0.02,15.3,,KNW06_Waves.xlsx,77
11/09/2024 10:00,0.02,14,49,18629,0.02,16.2,,KNW06_Waves.xlsx,46
11/09/2024 11:00,0.01,11.5,44,18620,0.02,17.9,,KNW06_Waves.xlsx,45
11/09/2024 12:00,0.02,11.5,305,18611,0.02,15.8,,KNW06_Waves.xlsx,279
11/09/2024 13:00,0.09,3.1,267,18608,0.11,3.4,,KNW06_Waves.xlsx,302
11/09/2024 14:00,0.08,3.1,221,18604,0.1,3.3,,KNW06_Waves.xlsx,197
11/09/2024 15:00,0.02,9.8,49,18605,0.03,13.8,,KNW06_Waves.xlsx,66
11/09/2024 16:00,0.01,25,231,18615,0.01,16.5,,KNW06_Waves.xlsx,192
11/09/2024 17:00,0.02,18,5,18633,0.03,17.8,,KNW06_Waves.xlsx,49
11/09/2024 18:00,0.02,9.8,241,18646,0.03,13.5,,KNW06_Waves.xlsx,238
11/09/2024 19:00,0.02,9.8,119,18645,0.02,15.8,,KNW06_Waves.xlsx,127
11/09/2024 20:00,0.03,7.5,65,18642,0.04,9.4,,KNW06_Waves.xlsx,79
11/09/2024 21:00,0.01,14,209,18633,0.01,19.2,,KNW06_Waves.xlsx,150
11/09/2024 22:00,0.02,14,181,18633,0.02,17.2,,KNW06_Waves.xlsx,136
11/09/2024 23:00,0.02,9.8,281,18628,0.03,13.7,,KNW06_Waves.xlsx,277
12/09/2024 00:00,0.02,9.8,295,18630,0.02,14,,KNW06_Waves.xlsx,284
12/09/2024 01:00,0.02,9.8,101,18622,0.03,14.4,,KNW06_Waves.xlsx,69
12/09/2024 02:00,0.02,14,47,18620,0.02,15.1,,KNW06_Waves.xlsx,49
12/09/2024 03:00,0.02,14,201,18615,0.02,14.8,,KNW06_Waves.xlsx,282
12/09/2024 04:00,0.03,4.4,223,18627,0.04,6.3,,KNW06_Waves.xlsx,251
12/09/2024 05:00,0.02,11.5,299,18636,0.02,14.6,,KNW06_Waves.xlsx,348
12/09/2024 06:00,0.01,25,65,18645,0.02,16.1,,KNW06_Waves.xlsx,140
12/09/2024 07:00,0.01,11.5,78,18650,0.01,17.1,,KNW06_Waves.xlsx,92
12/09/2024 08:00,0.03,6.7,303,18644,0.04,8.1,,KNW06_Waves.xlsx,235
12/09/2024 09:00,0.03,8.5,321,18628,0.04,10.7,,KNW06_Waves.xlsx,317
12/09/2024 10:00,0.02,9.8,205,18621,0.02,14.7,,KNW06_Waves.xlsx,118
12/09/2024 11:00,0.01,11.5,303,18611,0.02,16.3,,KNW06_Waves.xlsx,329
12/09/2024 12:00,0.03,8.5,145,18599,0.04,9.9,,KNW06_Waves.xlsx,143
12/09/2024 13:00,0.01,9.8,37,18593,0.02,16.4,,KNW06_Waves.xlsx,109
12/09/2024 14:00,0.03,8.5,69,18594,0.04,9.9,,KNW06_Waves.xlsx,28
12/09/2024 15:00,0.01,11.5,245,18598,0.02,13.6,,KNW06_Waves.xlsx,261
12/09/2024 16:00,0.05,7.5,29,18605,0.07,8.6,,KNW06_Waves.xlsx,61
12/09/2024 17:00,0.01,25,222,18608,0.02,27,,KNW06_Waves.xlsx,223
12/09/2024 18:00,0.02,9.8,127,18612,0.03,13.5,,KNW06_Waves.xlsx,116
12/09/2024 19:00,0.02,14,20,18609,0.02,15.3,,KNW06_Waves.xlsx,60
12/09/2024 20:00,0.02,9.8,173,18611,0.02,15.4,,KNW06_Waves.xlsx,196
12/09/2024 21:00,0.04,8.5,303,18610,0.06,9.3,,KNW06_Waves.xlsx,82
